class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
p;4.2;x;s;y;f;a;c;r;9.57;8.59;s;g;y;u;w;t;z;k;d;a
e;18.95;p;t;n;f;p;c;w;17.37;80.35;b;y;n;p;e;f;f;r;d;u
e;4.0;x;d;y;f;a;c;y;4.77;9.4;u;s;w;f;f;f;f;w;d;u
p;3.4;b;y;n;f;a;c;u;6.03;4.53;s;s;w;u;u;f;f;w;d;a
p;15.01;s;t;n;t;d;c;n;5.15;27.29;b;l;r;p;u;f;f;r;d;u
p;4.17;o;s;y;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;s
e;16.74;f;y;n;f;a;c;w;20.58;20.94;s;y;n;p;w;t;m;n;m;u
e;5.95;f;h;g;f;s;d;w;5.01;10.43;c;s;g;f;f;f;f;e;d;a
e;9.93;p;i;n;t;e;c;p;9.58;17.85;c;y;w;p;w;t;p;n;l;a
e;7.26;x;d;o;f;d;d;b;6.77;13.74;s;s;w;f;f;f;f;w;g;a
e;3.04;x;d;o;f;a;c;o;4.23;6.41;e;s;o;f;f;f;f;w;g;a
p;6.91;f;k;r;f;x;c;y;6.09;11.74;b;d;w;u;e;f;f;w;d;u
p;3.84;f;k;w;f;s;c;p;4.19;3.15;u;s;n;u;f;f;f;p;g;a
e;5.34;x;s;o;f;p;c;n;6.4;13.31;c;y;n;u;f;f;f;w;d;u
e;5.57;x;t;n;f;e;c;w;12.72;12.5;b;s;n;u;w;f;f;e;d;a
p;8.01;f;k;r;f;x;c;y;6.12;10.01;u;d;w;f;f;f;f;w;d;a
e;5.79;b;h;k;f;s;d;g;5.51;10.1;c;s;g;f;f;f;f;e;d;u
p;3.74;x;t;n;f;s;c;n;5.44;7.41;s;y;w;p;n;t;z;o;d;a
e;45.73;o;y;y;f;p;d;y;7.07;27.17;c;k;k;f;f;f;f;u;d;s
e;4.79;f;h;k;f;s;d;w;4.99;8.54;c;s;g;f;f;f;f;e;d;a
e;5.19;o;l;n;f;f;f;f;5.9;42.26;s;g;n;p;w;f;f;g;d;w
p;8.22;x;i;y;f;a;c;n;8.88;7.82;u;i;n;p;k;t;z;k;d;u
p;19.29;f;k;w;t;d;d;n;6.61;28.09;c;l;w;u;w;f;f;y;d;w
e;4.39;x;s;w;f;e;c;p;3.82;11.44;b;s;w;p;w;t;e;l;m;a
p;5.52;s;d;e;t;d;c;w;5.96;5.9;b;y;e;p;e;f;f;n;d;a
e;3.33;s;h;y;f;f;f;f;6.54;6.5;u;h;y;p;l;f;f;b;d;a
e;3.6;b;g;g;f;a;d;g;5.51;3.29;s;s;n;u;u;f;f;w;d;a
p;3.85;f;y;e;f;e;c;w;4.28;3.6;u;k;w;p;w;t;e;w;d;u
p;8.06;x;s;n;t;s;d;r;5.58;16.71;r;y;n;u;y;f;f;w;d;u
p;7.62;f;h;e;f;x;d;w;6.48;17.81;b;s;w;u;e;f;f;w;d;a
p;7.98;x;h;e;f;x;c;w;16.05;8.46;r;g;n;p;l;f;f;r;d;u
p;1.97;b;g;o;f;d;c;n;6.29;3.32;s;g;n;u;w;f;f;e;d;s
p;3.23;f;y;n;f;x;c;p;7.67;4.17;b;d;n;p;u;f;f;g;d;u
e;9.59;x;s;n;t;p;c;n;7.64;17.04;c;g;n;p;w;t;p;u;d;a
e;9.22;f;s;n;t;e;c;w;9.65;15.24;b;w;w;u;w;t;r;u;d;a
p;1.26;f;s;y;f;f;f;f;3.43;5.28;e;y;y;p;o;f;f;b;d;u
p;5.32;s;d;o;f;d;c;o;3.1;6.19;b;g;y;p;w;f;f;b;d;a
e;6.21;f;h;g;f;s;d;g;4.3;10.24;c;s;g;f;f;f;f;w;d;u
p;3.15;f;w;r;f;a;c;y;5.53;6.06;b;t;y;f;k;f;f;u;g;a
e;3.76;b;y;n;f;x;c;n;6.79;2.95;c;s;w;f;f;f;f;n;d;a
p;20.32;f;d;k;f;p;c;y;6.19;41.41;s;i;n;u;y;f;f;e;d;w
p;3.42;x;k;n;f;s;c;p;3.66;3.0;u;y;n;u;f;f;f;p;g;u
e;7.18;x;d;w;f;e;c;w;6.27;12.05;b;y;w;u;y;t;r;w;d;a
p;3.32;o;h;g;f;f;f;f;3.4;15.66;s;g;g;p;y;f;f;g;d;a
p;12.64;o;d;e;f;f;f;f;4.16;26.82;s;g;n;p;y;f;f;b;d;u
p;1.44;x;g;n;f;d;d;n;1.98;2.27;s;s;n;u;f;f;f;b;h;u
p;2.16;f;t;n;f;d;c;y;8.49;3.09;e;h;y;u;k;f;f;p;g;a
e;7.63;f;i;n;f;e;c;n;4.98;14.18;e;s;w;p;w;t;r;n;w;u
p;6.6;x;y;y;f;a;c;y;9.79;10.44;s;y;n;p;l;t;s;y;d;a
e;13.8;p;y;n;f;a;c;w;24.41;19.44;s;y;n;p;w;t;m;b;m;a
e;2.18;x;k;u;f;x;d;u;5.18;4.49;u;h;w;f;f;f;f;e;d;a
p;8.76;x;s;w;f;x;c;w;11.03;11.93;r;i;w;p;y;f;f;r;h;a
p;4.38;x;y;y;f;a;c;w;6.05;3.68;s;y;y;p;o;t;r;l;d;u
p;7.8;x;e;n;f;a;c;n;10.68;14.29;s;h;n;u;e;f;f;k;d;a
p;2.6;x;g;e;f;a;c;w;8.51;2.65;s;s;n;u;o;f;f;u;d;u
e;8.34;f;s;u;f;a;c;w;4.92;15.96;b;g;w;u;w;f;f;e;d;a
p;3.36;f;g;w;f;x;c;p;7.88;3.64;c;y;p;p;o;f;f;n;d;a
e;10.18;f;k;n;f;s;c;g;7.09;21.81;b;g;u;u;o;f;f;w;d;w
e;12.35;x;s;e;f;a;d;w;9.01;14.08;b;i;n;p;e;t;p;w;d;u
e;3.87;s;s;n;f;d;c;w;3.68;6.61;b;s;w;u;e;f;f;w;h;a
p;6.97;x;l;n;t;x;c;u;7.89;18.65;s;d;u;p;u;f;f;n;d;a
p;3.22;f;d;n;f;x;c;y;4.25;3.06;b;s;n;p;w;f;f;g;d;a
e;11.73;x;t;n;t;p;d;y;8.94;23.02;c;s;n;u;y;f;f;w;d;a
p;7.56;x;s;y;f;s;d;p;6.41;16.58;c;i;n;u;l;f;f;w;d;u
p;8.79;x;g;n;f;e;c;w;8.71;16.44;s;y;w;u;w;t;p;e;d;u
p;2.72;x;d;w;f;x;c;p;6.99;3.65;c;g;n;p;w;f;f;n;d;u
e;9.15;x;e;l;f;x;c;w;8.45;19.95;s;h;w;f;f;f;f;w;d;u
p;6.99;c;e;y;t;x;c;p;7.34;12.54;b;t;w;p;b;f;f;u;g;u
p;1.92;x;i;k;f;a;c;w;3.49;2.61;b;i;w;p;w;f;f;p;g;u
p;6.37;f;k;n;f;p;d;n;4.1;5.95;s;k;n;p;g;t;f;o;d;u
p;1.5;x;k;n;f;x;c;n;5.3;1.44;b;d;n;u;f;f;f;p;d;w
e;13.39;f;s;u;f;x;c;n;7.89;23.36;b;i;p;p;p;f;f;n;d;u
p;14.07;f;g;o;f;e;c;w;16.98;17.76;s;y;w;u;w;t;p;e;d;w
p;7.1;o;t;r;f;d;c;y;1.88;18.44;u;i;n;f;f;f;f;u;d;w
p;10.89;o;h;n;f;f;f;f;3.62;24.61;s;g;n;p;w;f;f;g;d;s
e;5.61;f;h;g;f;s;d;g;4.47;9.34;c;s;g;f;f;f;f;w;d;u
p;5.67;o;k;y;f;a;c;o;1.3;14.12;e;l;n;p;l;f;f;r;d;w
p;2.27;s;w;n;t;d;c;y;3.14;5.46;c;l;n;p;u;f;f;g;d;a
e;6.18;x;t;g;f;a;d;n;6.73;6.48;s;t;w;u;r;t;l;w;d;w
p;2.85;f;s;u;f;a;c;n;3.81;3.6;s;i;u;u;e;f;f;k;p;a
p;0.72;x;g;o;f;a;c;y;3.53;0.76;c;s;w;p;w;f;f;p;d;u
p;11.38;x;i;y;f;a;c;o;11.27;22.24;r;s;y;p;w;t;r;n;d;w
p;2.98;f;w;n;t;d;c;y;3.7;6.82;b;l;n;u;l;f;f;e;d;u
p;2.35;p;t;n;f;a;c;g;7.14;2.59;s;t;y;p;w;t;e;k;m;u
p;7.35;x;d;n;t;d;c;w;8.39;10.05;b;y;e;u;u;f;f;w;d;a
e;5.83;x;t;n;f;e;c;w;12.55;12.31;b;s;w;u;w;f;f;e;d;u
e;15.57;s;t;k;f;a;d;y;5.91;21.11;b;s;w;u;e;f;f;w;d;w
p;12.06;x;h;g;f;s;c;p;7.5;17.18;c;i;n;u;y;f;f;y;d;a
e;9.48;f;d;g;f;d;c;y;2.56;14.95;e;s;w;f;f;f;f;w;d;a
p;1.36;x;g;n;f;d;d;n;1.61;2.35;s;s;n;u;f;f;f;b;h;a
p;3.06;f;k;w;f;s;c;p;3.95;2.68;u;d;n;u;f;f;f;p;g;u
e;7.69;x;l;w;f;d;c;p;3.49;8.83;b;h;w;p;w;f;f;p;d;a
e;7.44;f;w;y;f;f;f;f;4.04;12.28;c;s;y;p;y;f;f;n;d;u
e;1.13;c;g;e;t;a;c;p;5.45;1.01;u;i;n;p;o;f;f;u;h;u
p;4.8;f;k;n;f;p;c;n;2.84;4.46;u;k;n;p;k;t;f;e;d;u
p;7.76;f;t;e;f;x;d;w;6.49;18.17;b;d;w;u;e;f;f;w;d;a
e;12.34;x;e;l;f;x;c;w;6.81;20.46;s;s;w;f;f;f;f;w;d;a
p;9.74;x;e;n;f;a;c;n;9.44;18.01;s;h;n;u;e;f;f;k;d;a
p;1.66;b;h;n;f;a;c;n;4.83;1.51;c;t;n;p;o;f;f;k;g;s
p;1.78;f;h;y;f;x;c;n;7.04;2.69;u;t;y;f;f;f;f;n;g;u
p;2.55;x;g;e;f;a;c;p;5.88;2.42;s;g;w;u;w;f;f;y;d;u
p;9.3;s;t;p;t;d;c;p;6.63;12.53;b;l;p;u;e;t;f;u;d;a
e;9.12;f;g;o;f;s;c;y;9.94;13.05;u;i;o;f;f;f;f;u;d;a
p;14.57;x;e;n;t;p;c;e;9.16;33.72;c;d;y;p;e;f;f;r;d;a
p;12.44;f;d;n;f;e;c;w;11.39;15.42;b;y;w;u;w;t;e;w;d;u
p;5.27;b;s;n;f;a;c;k;10.01;12.51;e;s;w;p;y;t;z;n;g;u
e;2.98;x;y;b;f;a;d;w;6.97;4.98;b;y;w;u;p;f;f;w;d;u
e;8.78;x;y;n;f;e;c;p;5.09;13.54;u;k;w;p;w;t;l;n;w;a
e;11.56;f;s;y;f;x;c;n;6.94;24.73;b;s;p;p;u;f;f;p;d;a
p;7.9;s;t;r;t;d;c;g;4.64;12.94;b;t;r;p;u;f;f;r;d;u
e;11.55;f;s;e;f;d;d;w;10.34;18.41;c;i;n;p;f;t;p;w;d;a
e;6.48;p;l;n;f;f;f;f;6.49;21.15;c;f;n;p;w;f;f;r;l;s
p;5.37;c;i;y;f;x;c;n;6.29;7.46;u;i;w;p;w;f;f;n;d;u
e;6.05;x;i;n;f;e;c;p;5.0;12.82;s;y;w;p;w;t;r;n;w;u
p;7.19;s;h;g;t;d;c;g;4.39;12.78;b;t;g;p;u;f;f;g;d;u
e;5.46;s;s;y;f;a;c;w;6.02;13.08;b;y;w;u;e;f;f;w;d;a
p;5.22;x;s;o;f;e;c;k;6.68;7.91;u;l;o;p;l;f;f;k;g;a
p;3.81;x;i;e;f;x;c;e;4.93;6.68;c;y;e;p;w;f;f;n;d;a
p;8.43;x;k;u;t;x;c;n;10.31;20.3;s;y;n;p;u;f;f;n;d;a
p;2.59;x;g;e;f;a;c;p;7.52;2.43;s;g;w;u;w;f;f;y;d;a
e;4.5;x;d;l;f;d;c;r;6.69;7.78;u;h;r;u;f;f;f;u;l;u
p;4.91;s;k;y;f;p;d;n;3.92;5.8;s;k;n;p;g;t;f;o;d;u
e;7.65;f;s;e;f;x;c;w;7.1;16.84;c;s;w;f;f;f;f;w;d;u
e;6.71;x;h;n;f;e;c;w;14.12;14.02;b;s;n;u;w;f;f;e;d;u
p;8.85;p;g;n;f;e;c;w;8.58;15.18;s;y;w;u;w;t;p;e;d;a
e;0.87;c;g;n;t;a;c;w;4.98;0.97;u;i;n;p;o;f;f;p;d;u
p;3.6;s;w;u;f;a;c;g;5.53;5.39;s;s;u;u;e;f;f;k;l;u
e;5.38;x;t;o;f;p;c;n;6.57;12.25;s;d;e;f;f;f;f;n;d;u
p;3.26;b;y;r;f;s;c;g;5.96;7.31;s;y;n;p;w;t;e;k;g;u
p;7.47;f;y;e;f;s;c;y;7.82;17.05;s;y;u;u;o;f;f;w;d;a
p;3.84;b;y;p;f;e;c;w;5.25;3.6;c;k;w;p;w;t;e;w;m;u
e;4.19;b;g;g;f;a;d;g;6.38;4.09;s;s;g;u;g;f;f;w;d;w
p;10.33;x;y;y;f;a;c;y;11.98;13.29;s;y;y;p;o;t;r;y;d;u
e;6.29;x;h;y;t;x;c;y;6.7;13.33;b;h;w;u;e;f;f;w;d;u
e;5.58;f;s;n;f;s;c;w;5.4;9.62;b;i;w;u;e;f;f;w;g;u
e;7.33;x;s;y;f;a;c;w;6.43;14.51;b;y;g;u;w;f;f;w;d;u
e;9.51;x;s;n;f;e;c;p;6.43;9.78;b;i;w;p;w;f;f;p;d;s
e;3.85;x;d;w;f;x;c;n;5.82;3.49;c;s;w;f;f;f;f;b;d;a
p;4.69;s;l;u;f;a;c;w;4.62;7.65;b;d;y;u;w;f;f;w;d;u
p;3.92;x;s;y;f;a;c;k;9.42;8.02;s;g;y;u;w;t;z;k;d;u
p;6.8;f;d;g;f;d;c;y;5.32;10.21;b;h;n;u;p;f;f;w;d;w
p;3.3;b;y;n;f;a;c;g;6.33;4.5;s;s;w;u;u;f;f;k;d;a
e;4.47;x;k;n;f;p;c;e;5.13;10.86;s;s;y;f;f;f;f;e;d;a
p;2.95;s;s;w;f;d;c;w;3.11;7.45;b;y;w;u;e;f;f;e;g;u
p;6.86;s;d;e;t;d;c;y;6.14;9.3;b;y;e;u;e;f;f;e;d;u
e;1.86;x;l;u;f;x;d;w;5.39;4.52;e;d;w;f;f;f;f;w;d;w
e;12.4;s;s;u;f;x;c;n;5.36;21.1;c;s;n;f;f;f;f;w;d;a
p;3.92;f;s;p;f;x;c;w;3.91;5.61;u;y;w;p;l;f;f;n;d;a
e;10.59;f;s;k;f;a;d;y;6.0;21.4;s;h;w;f;f;f;f;w;d;u
p;4.4;f;k;n;f;p;d;n;3.92;5.45;s;k;n;p;g;t;f;o;d;u
p;3.6;f;k;w;f;s;c;p;4.34;3.02;u;d;n;u;f;f;f;p;g;a
p;2.94;o;d;k;f;f;f;f;3.24;14.49;s;g;n;p;y;f;f;g;d;a
e;9.21;x;s;n;f;e;c;p;7.92;10.32;b;i;w;p;w;f;f;p;d;w
e;5.34;c;h;n;f;e;c;w;10.85;11.28;b;s;n;u;w;f;f;e;d;a
p;11.48;x;t;n;t;d;c;n;6.99;18.41;b;d;n;p;p;f;f;r;d;a
p;3.77;s;d;y;f;d;c;o;2.82;5.19;b;s;o;p;w;f;f;b;d;u
e;5.36;f;t;o;f;a;d;w;8.74;6.45;u;s;n;f;f;f;f;w;d;s
p;5.93;x;t;n;f;s;c;g;5.07;7.51;r;y;n;u;y;f;f;w;d;a
p;2.43;c;t;y;f;x;d;y;7.7;3.6;c;h;y;u;f;f;f;g;g;a
e;6.1;x;h;n;f;e;c;w;12.81;14.12;b;s;w;u;w;f;f;w;d;a
p;3.33;o;s;g;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;s
p;3.48;x;s;g;f;d;c;w;2.8;8.16;b;y;w;u;e;f;f;e;g;u
e;2.94;f;y;n;f;a;d;p;6.21;3.94;c;i;n;f;f;f;f;p;l;a
e;10.13;f;k;u;f;s;c;b;7.48;19.57;b;k;b;u;o;f;f;u;d;a
e;3.69;f;d;p;t;d;c;p;5.98;7.29;b;y;n;u;y;f;f;w;d;a
e;4.34;x;h;w;f;d;c;r;5.71;6.59;c;d;w;u;f;f;f;p;d;u
p;8.49;s;t;g;t;d;c;w;4.6;13.68;b;t;r;u;u;f;f;e;d;a
e;4.28;f;h;y;f;x;c;g;6.13;3.83;e;h;w;f;f;f;f;e;d;a
p;5.41;c;e;w;t;x;c;r;6.25;12.36;b;l;w;p;e;f;f;g;d;u
p;1.98;f;h;y;f;x;c;n;7.01;2.89;u;l;y;f;f;f;f;n;g;u
p;7.06;f;t;e;f;x;c;w;16.2;8.52;r;g;n;p;l;f;f;r;d;u
p;5.79;c;k;y;t;x;c;y;6.65;12.1;b;d;w;p;w;f;f;n;g;a
p;4.03;c;k;w;t;x;c;y;4.47;11.23;e;d;w;p;w;f;f;g;d;s
p;4.06;x;h;o;f;a;c;y;5.79;7.99;e;g;o;f;f;f;f;w;g;u
e;3.61;f;t;n;f;d;d;o;5.05;5.05;c;t;w;u;f;f;f;e;d;a
p;5.36;x;s;r;t;s;d;w;5.3;14.11;r;i;w;f;f;f;f;e;d;u
e;0.9;b;g;w;f;d;c;g;3.27;1.68;u;g;w;p;o;f;f;l;d;a
p;5.71;b;s;n;f;x;c;k;9.68;12.57;b;s;w;u;w;t;z;y;d;s
p;7.65;x;y;w;t;d;c;g;7.77;14.17;s;y;w;p;w;t;l;w;d;a
p;2.93;o;s;g;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;u
p;0.65;x;g;o;f;a;c;y;3.6;0.81;c;s;y;p;w;f;f;p;d;a
p;5.12;b;t;l;f;s;c;g;6.58;7.93;s;y;l;p;k;t;e;k;g;a
p;2.75;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
p;3.68;x;t;n;f;s;c;n;6.18;8.34;s;y;w;p;n;t;z;k;d;u
p;5.98;x;t;y;f;x;c;y;5.02;14.51;b;h;y;u;y;f;f;w;d;a
p;3.25;x;k;n;f;s;c;p;3.69;2.54;u;s;n;u;f;f;f;p;g;a
e;10.14;s;s;u;f;s;c;b;6.43;18.61;b;y;b;p;p;f;f;p;l;a
e;3.59;f;d;n;t;d;c;p;4.52;6.72;b;w;g;u;r;f;f;e;d;u
p;5.69;o;e;o;f;d;c;y;1.36;13.86;c;g;n;p;y;f;f;w;d;w
e;8.72;x;h;n;f;p;d;y;7.66;13.14;u;s;n;f;k;f;f;y;g;u
e;4.17;f;y;n;f;s;c;y;3.92;6.93;e;y;w;f;f;f;f;w;d;u
e;3.47;b;y;n;f;x;c;n;6.47;3.02;c;s;w;f;f;f;f;n;d;s
e;10.54;f;s;u;f;s;c;b;8.54;21.17;b;t;u;p;b;f;f;r;l;a
p;7.78;x;h;e;f;x;c;w;17.41;8.59;r;g;n;p;l;f;f;r;d;u
p;4.7;b;h;n;f;s;c;n;9.92;6.33;s;g;w;p;w;t;e;k;g;a
p;8.84;s;t;k;t;d;c;n;4.97;25.24;s;l;n;u;w;f;f;w;l;a
p;3.14;x;h;o;f;a;c;y;5.01;6.59;u;g;o;f;f;f;f;u;g;a
e;10.4;f;d;b;f;d;c;w;2.59;15.43;e;y;w;u;y;f;f;e;d;a
p;2.74;s;w;n;t;d;c;n;3.02;5.43;b;d;n;p;l;f;f;p;d;u
p;5.69;x;k;w;f;d;c;w;3.35;11.44;u;y;y;f;f;f;f;e;d;a
p;10.7;x;t;n;f;a;d;w;11.07;31.88;b;g;w;u;u;f;f;w;d;a
p;4.17;x;h;n;f;a;c;n;4.87;5.91;s;y;n;p;u;t;z;k;d;a
p;2.31;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
p;4.39;f;l;e;f;x;d;y;6.7;5.26;e;i;n;p;y;f;f;n;d;a
e;0.83;f;g;e;t;a;d;p;3.92;0.75;e;s;n;p;o;f;f;u;h;u
p;10.34;x;t;n;t;d;c;n;5.69;15.87;b;d;n;u;e;f;f;e;h;a
e;13.33;s;d;w;t;d;c;p;6.26;25.51;z;y;w;f;f;f;f;w;d;a
p;6.27;x;s;n;f;s;d;g;5.63;8.19;u;y;n;p;l;f;f;p;d;w
p;5.27;x;s;e;f;d;c;r;3.61;12.43;b;y;y;p;w;f;f;r;d;a
e;21.76;p;w;n;f;p;c;y;15.42;78.0;b;y;n;p;e;f;f;r;d;u
e;5.13;x;h;y;f;p;c;y;7.58;16.09;c;y;y;p;y;t;r;u;d;a
p;3.94;x;t;y;f;a;c;y;5.72;7.79;u;g;o;f;f;f;f;w;g;u
e;5.89;x;t;n;f;e;c;w;11.77;12.32;b;s;n;u;w;f;f;e;d;u
e;7.56;f;t;o;f;s;c;y;8.21;12.17;e;i;o;p;y;f;f;u;d;a
e;9.93;x;k;n;t;d;c;w;11.23;17.92;b;i;w;u;w;t;r;w;d;a
e;9.09;f;e;b;f;x;c;b;4.48;16.77;b;d;w;u;e;t;f;u;d;a
e;1.5;f;w;n;f;x;d;k;5.23;2.62;s;s;w;u;e;f;f;k;d;u
p;7.27;f;y;e;f;s;c;y;7.76;16.72;s;y;e;u;o;f;f;w;d;a
p;3.81;f;y;b;f;x;c;w;5.22;6.79;u;s;w;f;f;f;f;r;d;a
e;15.13;x;s;k;f;a;d;y;6.78;23.26;b;y;w;u;e;f;f;w;d;a
e;15.17;x;e;y;f;x;c;w;8.6;22.83;c;h;w;f;f;f;f;w;d;u
e;3.61;x;h;n;f;a;c;n;4.94;5.98;e;s;w;u;w;f;f;k;d;u
e;8.31;f;e;b;f;x;c;b;5.22;20.29;b;s;w;u;e;t;f;u;d;a
e;14.84;x;d;n;f;p;c;w;14.57;32.31;s;y;w;p;u;f;f;r;d;a
e;8.71;f;d;w;f;s;c;w;6.12;26.99;s;g;w;u;y;f;f;w;m;u
e;6.79;s;l;w;f;d;c;w;3.6;9.19;u;s;w;f;f;f;f;e;d;u
e;11.51;x;y;n;f;d;c;w;7.45;25.32;b;s;n;p;w;t;e;w;d;w
e;5.59;f;s;b;f;x;c;w;7.01;10.29;b;s;n;p;e;f;f;b;l;w
p;3.7;x;t;n;f;s;c;p;5.88;10.08;b;g;w;u;n;t;z;r;d;u
p;4.28;o;s;n;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;w
p;3.71;x;y;n;f;a;c;w;6.13;3.64;b;y;y;p;f;t;r;p;g;u
p;3.13;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;w
p;8.93;o;e;r;f;x;c;y;1.67;17.25;s;h;y;u;l;f;f;w;d;a
p;5.47;x;y;w;t;e;c;w;7.57;12.79;s;y;w;p;w;t;l;w;d;u
e;4.62;x;t;n;f;p;c;n;6.49;12.23;c;g;n;u;f;f;f;n;d;u
p;4.51;x;h;l;f;s;c;u;5.78;5.6;s;y;n;p;w;t;e;k;m;u
p;9.3;p;g;n;f;e;c;w;9.0;16.33;s;y;w;u;w;t;p;e;d;a
p;6.89;x;i;n;f;a;c;n;8.5;11.0;s;i;n;u;n;f;f;w;d;a
p;4.86;f;l;e;f;x;d;y;6.09;4.78;e;y;y;f;f;f;f;p;l;a
p;10.05;o;d;e;f;f;f;f;3.78;25.4;s;g;n;p;y;f;f;b;d;u
p;0.66;x;g;o;f;x;c;y;3.58;0.79;s;d;y;p;w;f;f;b;d;a
p;7.65;s;t;p;t;d;c;p;7.57;14.65;b;l;p;u;e;t;f;u;d;a
p;5.0;f;y;u;f;s;c;y;6.01;12.36;c;y;e;f;f;f;f;w;d;a
p;2.25;b;g;n;f;a;c;g;5.4;2.33;s;s;n;u;w;f;f;k;d;u
e;3.54;s;t;y;f;f;f;f;5.54;6.3;c;h;o;p;l;f;f;b;d;a
p;2.99;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
e;1.42;c;g;n;f;a;c;w;4.8;1.5;c;d;g;f;f;f;f;w;l;u
p;15.09;x;k;n;t;p;c;e;9.12;33.23;c;s;y;p;w;f;f;r;d;a
e;6.23;f;y;n;f;e;c;p;4.3;12.62;c;k;w;p;w;t;l;n;w;u
p;9.63;f;g;n;f;x;c;w;10.72;11.46;r;i;w;p;l;f;f;g;h;u
e;8.1;f;d;l;f;s;c;u;7.2;19.0;b;i;b;p;p;f;f;p;l;a
p;7.51;x;e;n;f;a;c;n;8.59;12.41;s;l;n;u;n;f;f;k;d;a
p;3.83;x;t;n;f;a;c;n;4.34;6.01;s;y;o;p;e;t;z;k;d;a
p;2.43;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;w
e;6.71;x;s;n;f;x;c;w;7.35;10.49;b;s;n;p;e;f;f;b;l;a
p;2.31;p;t;n;f;a;c;g;7.29;2.53;s;t;y;p;w;t;e;k;m;a
p;3.84;f;s;u;f;a;c;w;4.86;7.45;e;d;y;f;f;f;f;r;d;a
p;8.78;p;s;n;f;p;c;w;9.37;29.9;c;y;n;f;f;f;f;p;d;a
e;8.63;x;e;y;f;x;c;w;7.79;17.41;u;y;w;f;f;f;f;w;d;a
p;3.57;b;y;r;f;s;c;g;4.7;6.82;s;y;w;p;w;t;e;u;m;u
p;4.2;f;l;e;f;x;d;n;5.61;5.16;b;s;n;u;f;f;f;n;d;u
e;2.76;x;s;w;f;d;d;w;3.02;5.28;c;h;w;f;f;f;f;w;g;a
e;4.44;x;h;o;f;a;d;w;6.31;5.76;e;s;o;u;f;f;f;w;d;w
e;5.95;f;s;u;f;a;c;w;4.94;15.85;b;y;w;u;w;f;f;e;d;u
e;1.49;c;g;n;f;a;c;w;4.62;1.3;e;s;g;f;f;f;f;r;d;u
p;1.78;c;h;y;f;x;c;n;7.21;2.95;u;s;y;f;f;f;f;n;g;u
p;5.94;x;s;g;f;d;c;w;5.66;10.56;b;d;n;u;e;f;f;e;l;w
e;7.78;x;h;y;t;x;c;y;9.17;19.17;b;d;w;u;e;f;f;e;d;a
p;3.34;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;a
p;2.55;s;s;w;f;d;c;w;2.76;7.6;b;y;w;u;e;f;f;e;g;a
p;4.09;x;h;o;f;a;c;n;5.65;7.36;s;y;n;p;l;t;z;k;d;w
p;3.31;f;d;p;f;a;c;y;5.59;5.94;b;t;r;u;n;f;f;l;m;a
p;8.05;b;y;n;f;d;c;k;15.7;18.44;s;y;w;u;w;f;f;w;d;a
e;13.43;s;t;w;t;d;c;o;7.12;18.45;b;s;w;u;e;f;f;e;d;a
e;1.26;c;g;n;t;a;c;w;5.95;1.14;u;i;n;p;o;f;f;r;d;a
e;5.44;f;y;n;f;s;c;w;4.42;8.07;c;y;w;u;y;f;f;w;d;a
p;16.62;f;s;n;f;d;c;y;5.97;37.37;b;k;k;p;e;f;f;g;d;u
p;2.39;o;h;g;f;f;f;f;2.82;14.49;s;g;g;p;y;f;f;b;d;a
e;20.63;x;w;n;f;p;c;y;13.8;53.64;b;y;n;p;e;f;f;r;d;u
e;7.89;s;t;n;f;d;c;w;4.95;23.38;s;h;n;u;e;f;f;w;d;a
p;7.23;x;i;n;f;a;c;k;9.03;7.94;c;i;n;p;k;t;z;k;g;a
p;0.63;x;g;o;f;a;c;y;3.47;0.84;c;s;w;p;w;f;f;p;d;a
p;3.8;b;w;u;f;a;c;g;4.14;5.55;s;s;u;u;w;f;f;k;l;a
p;7.06;x;i;y;f;a;c;n;6.53;6.89;u;i;n;p;k;t;z;k;d;u
p;0.72;x;g;n;f;a;c;n;4.43;1.1;e;s;k;u;f;f;f;b;d;w
e;9.81;x;s;n;f;e;c;w;7.86;10.51;b;i;w;p;w;f;f;p;d;a
e;7.86;f;s;y;f;a;c;w;7.03;15.38;b;y;g;u;w;f;f;e;d;a
e;15.91;x;e;n;t;e;c;w;10.94;17.28;b;y;w;p;y;t;l;u;g;u
p;1.61;x;l;n;f;a;c;n;5.12;2.42;s;s;n;u;w;f;f;k;g;a
